v1,v2,v3,v4,v5
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",,,
ham,Later i guess. I needa do mcat study too.,,,
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",,,
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",,,
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,
ham,Oh ic. I thought you meant mary jane.,,,
ham,So what u doing today?,,,
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",,,
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,
ham,Ok lor...,,,
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,,,
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,,,
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,,,
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,,,
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
ham,"Okay, good, no problem, and thanx!",,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",,,
ham,I love your ass! Do you enjoy doggy style? :),,,
ham,Yes. Rent is very expensive so its the way we save.,,,
ham,Yup having my lunch buffet now.. U eat already?,,,
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",,,
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,,,
ham,Cos darren say Ì_ considering mah so i ask Ì_...,,,
ham,I just cooked a rather nice salmon a la you,,,
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,,,
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,,,
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,,,
ham,So that takes away some money worries,,,
ham,Hui xin is in da lib.,,,
ham,Shhhhh nobody is supposed to know!,,,
ham,"Its ok, if anybody asks abt me, u tel them..:-P",,,
ham,Shall i get my pouch?,,,
ham,Yeah but which is worse for i,,,
ham,I've reached already.,,,
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,,,
ham,My phone,,,
ham,Can you just come in for a sec? There's somebody here I want you to see,,,
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,,
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",,,
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,,,
ham,Where are you ? You said you would be here when I woke ... :-(,,,
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,,,
ham,So the sun is anti sleep medicine.,,,
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,,,
ham,Wat time r Ì_ going to xin's hostel?,,,
ham,Ha... U jus ate honey ar? So sweet...,,,
ham,Where are you?when wil you reach here?,,,
ham,No that just means you have a fat head,,,
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,Printer is cool. I mean groovy. Wine is groovying,,,
ham,God bless.get good sleep my dear...i will pray!,,,
ham,As usual u can call me ard 10 smth.,,,
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,,,
ham,Mm yes dear look how i am hugging you both. :-P,,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
ham,Except theres a chick with huge boobs.,,,
ham,"Fuuuuck I need to stop sleepin, sup",,,
ham,Yes when is the appt again?,,,
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",,,
ham,Same. Wana plan a trip sometme then,,,
ham,Idea will soon get converted to live:),,,
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,,,
ham,What happened in interview?,,,
spam,PRIVATE! Your 2003 Account Statement for 078,,,
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",,,
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,,,
ham,ALRITE,,,
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,,,
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",,,
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",,,
ham,Got smaller capacity one? Quite ex...,,,
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,,,
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,,,
ham,Is ur lecture over?,,,
ham,Just send a text. We'll skype later.,,,
ham,Well boy am I glad G wasted all night at applebees for nothing,,,
ham,Its sunny in california. The weather's just cool,,,
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"That's good, because I need drugs",,,
ham,You still at grand prix?,,,
ham,No. But we'll do medical missions to nigeria,,,
ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",,,
ham,Hi msg me:)i'm in office..,,,
ham,Mum not going robinson already.,,,
ham,"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",,,
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,,,
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",,,
ham,Every monday..nxt week vl be completing..,,,
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",,,
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,,,
ham,"Haha get used to driving to usf man, I know a lot of stoners",,,
ham,"Its ok., i just askd did u knw tht no?",,,
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,,,
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,,,
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
ham,Bring tat cd don forget,,,
ham,Be sure to check your yahoo email. We sent photos yesterday,,,
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,,,
ham,Thanks for understanding. I've been trying to tell sura that.,,,
ham,Surely result will offer:),,,
ham,Or Ì_ go buy wif him then i meet Ì_ later can?,,,
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,,,
ham,"It's ok, at least armand's still around",,,
ham,Ok that's great thanx a lot.,,,
ham,Спортзал сегодня закрыт на санобработку,,,
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,,,
ham,If I get there before you after your ten billion calls and texts so help me god,,,
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",,,
ham,Mode men or have you left.,,,
ham,"Almost there, see u in a sec",,,
ham,Ok i also wan 2 watch e 9 pm show...,,,
ham,Yeah get the unlimited,,,
ham,Yup ok thanx...,,,
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
ham,Normally i use to drink more water daily:),,,
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",,,
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,I finished my lunch already. U wake up already?,,,
ham,How much she payed. Suganya.,,,
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",,,
ham,Not directly behind... Abt 4 rows behind Ì_...,,,
ham,Hmmm.but you should give it on one day..,,,
ham,Nope. I just forgot. Will show next week,,,
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,
